ID;Nome do Produto;Descrição;Preço (R$);Custo (R$);Margem (%);Categoria;Estoque;Estoque Mínimo;Unidade;Status
719;"Longneck Skol Beats GT";"Produto de qualidade";12,00;7,20;66,7;"Cervejas";0;0;un;Ativo
969;"Marlboro Melancia Solto";"Produto de qualidade";1,50;1,05;42,9;"Tabacaria e Cigarros";0;0;un;Ativo
888;"Vodka Ciroc Abacaxi";"Produto de qualidade";289,90;144,95;100,0;"Vodkas";0;0;un;Ativo
979;"Gudang Garand Solto";"Produto de qualidade";3,00;2,10;42,9;"Tabacaria e Cigarros";0;0;un;Ativo
718;"Longneck Skol Beats Senses";"Produto de qualidade";12,00;7,20;66,7;"Cervejas";0;0;un;Ativo
887;"Vodka Ciroc Black Raspberry";"Produto de qualidade";289,00;144,50;100,0;"Vodkas";0;0;un;Ativo
717;"Longneck Stella";"Produto de qualidade";8,00;5,60;42,9;"Cervejas";0;0;un;Ativo
967;"Marlboro Vermelho Solto";"Produto de qualidade";1,50;1,05;42,9;"Tabacaria e Cigarros";0;0;un;Ativo
889;"Vodka Ciroc Coconut";"Produto de qualidade";289,00;144,50;100,0;"Vodkas";0;0;un;Ativo
696;"Original 269ml";"Produto de qualidade";5,00;3,50;42,9;"Cervejas";0;0;un;Ativo
977;"Palheiro Tradicional Solto";"Produto de qualidade";2,00;1,40;42,9;"Tabacaria e Cigarros";0;0;un;Ativo
886;"Vodka Ciroc Maçã Verde";"Produto de qualidade";295,00;147,50;100,0;"Vodkas";0;0;un;Ativo
697;"Original 350ml";"Produto de qualidade";6,00;4,20;42,9;"Cervejas";0;0;un;Ativo
973;"Palheiro Menta Solto";"Produto de qualidade";2,00;1,40;42,9;"Tabacaria e Cigarros";0;0;un;Ativo
884;"Vodka Ciroc Melancia";"Produto de qualidade";295,00;147,50;100,0;"Vodkas";0;0;un;Ativo
975;"Palheiro Uva Solto";"Produto de qualidade";2,00;1,40;42,9;"Tabacaria e Cigarros";0;0;un;Ativo
705;"Petra 350ml";"Produto de qualidade";5,50;3,85;42,9;"Cervejas";0;0;un;Ativo
890;"Vodka Ciroc Pêssego";"Produto de qualidade";249,00;124,50;100,0;"Vodkas";0;0;un;Ativo
980;"Essências Sabores";"Produto de qualidade";18,00;10,80;66,7;"Tabacaria e Cigarros";0;0;un;Ativo
692;"Skol 269ml";"Produto de qualidade";4,50;3,15;42,9;"Cervejas";0;0;un;Ativo
885;"Vodka Ciroc Moschino";"Produto de qualidade";289,00;144,50;100,0;"Vodkas";0;0;un;Ativo
989;"Gás para Isqueiro";"Produto de qualidade";20,00;12,00;66,7;"Tabacaria e Cigarros";0;0;un;Ativo
693;"Skol 350ml";"Produto de qualidade";5,00;3,50;42,9;"Cervejas";0;0;un;Ativo
883;"Vodka Ciroc Tradicional";"Produto de qualidade";210,00;105,00;100,0;"Vodkas";0;0;un;Ativo
992;"Isqueiro BIC G";"Produto de qualidade";7,50;5,25;42,9;"Tabacaria e Cigarros";0;0;un;Ativo
712;"Skol Beats GT";"Produto de qualidade";8,00;5,60;42,9;"Cervejas";0;0;un;Ativo
1095;"Vodka Ciroc Red Berry ";"Produto de qualidade";210,00;105,00;100,0;"Vodkas";0;0;un;Ativo
991;"Isqueiro BIC P";"Produto de qualidade";6,50;4,55;42,9;"Tabacaria e Cigarros";0;0;un;Ativo
711;"Skol Beats Senses";"Produto de qualidade";8,00;5,60;42,9;"Cervejas";0;0;un;Ativo
1060;"Vodka Grey Goose Orange 750ml";"Produto de qualidade";195,00;97,50;100,0;"Vodkas";0;0;un;Ativo
993;"Isqueiro Paraguai";"Produto de qualidade";5,00;3,50;42,9;"Tabacaria e Cigarros";0;0;un;Ativo
710;"Spaten 350ml";"Produto de qualidade";7,00;4,90;42,9;"Cervejas";0;0;un;Ativo
1061;"Vodka Grey Goose Melancia 750 ml ";"Produto de qualidade";198,00;99,00;100,0;"Vodkas";0;0;un;Ativo
986;"Piteira Papel";"Produto de qualidade";12,00;7,20;66,7;"Tabacaria e Cigarros";0;0;un;Ativo
1062;"Vodka Grey Goose Pera 750 ml";"Produto de qualidade";189,00;94,50;100,0;"Vodkas";0;0;un;Ativo
985;"Piteira Vidro";"Produto de qualidade";3,50;2,45;42,9;"Tabacaria e Cigarros";0;0;un;Pausado
988;"Recipiente OCB Pratinho";"Produto de qualidade";67,00;33,50;100,0;"Tabacaria e Cigarros";0;0;un;Ativo
984;"Seda Vidro";"Produto de qualidade";12,00;7,20;66,7;"Tabacaria e Cigarros";0;0;un;Pausado
983;"Seda ZOMO";"Produto de qualidade";5,00;3,50;42,9;"Tabacaria e Cigarros";0;0;un;Ativo
990;"Tabaco";"Produto de qualidade";24,00;14,40;66,7;"Tabacaria e Cigarros";0;0;un;Ativo
